All Insites,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901LX50459,6/3/2021,June,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.436292,Daylight,Lambeth,None,-0.10477,1,1,Metropolitan Police,Dry,Single carriageway,30,14:00,Urban,Fine no high winds,Car
200901LX50460,6/13/2021,June,2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.467535,Daylight,Lambeth,None,-0.118306,1,1,Metropolitan Police,Dry,Single carriageway,30,19:45,Urban,Fine no high winds,Other vehicle
200901LX50461,6/9/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.460092,Daylight,Lambeth,None,-0.11962,1,1,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
200901LX50462,6/11/2021,June,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.473356,Daylight,Lambeth,None,-0.122386,1,2,Metropolitan Police,Dry,Single carriageway,30,20:06,Urban,Fine no high winds,Car
200901LX50463,5/26/2021,May,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.499618,Daylight,Lambeth,None,-0.116984,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,11:00,Urban,Fine no high winds,Car
200901LX50464,6/4/2021,June,2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.486421,Daylight,Lambeth,None,-0.118392,1,2,Metropolitan Police,Dry,Single carriageway,30,12:42,Urban,Fine no high winds,Car
200901LX50465,6/11/2021,June,2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.45817,Daylight,Lambeth,None,-0.117539,1,2,Metropolitan Police,Dry,Single carriageway,30,8:10,Urban,Fine no high winds,Car
200901LX50466,6/10/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.433397,Daylight,Lambeth,None,-0.120428,1,1,Metropolitan Police,Dry,Single carriageway,30,16:13,Urban,Fine no high winds,Car
200901LX50467,6/9/2021,June,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.464673,Daylight,Lambeth,None,-0.130517,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:46,Urban,Fine no high winds,Car
200901LX50468,6/10/2021,June,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.43827,Daylight,Lambeth,None,-0.127135,1,3,Metropolitan Police,Wet or damp,One way street,30,11:50,Urban,Fine no high winds,Car
200901LX50469,6/7/2021,June,2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.48388,Daylight,Lambeth,None,-0.116913,3,1,Metropolitan Police,Wet or damp,Single carriageway,30,7:10,Urban,Raining no high winds,Car
200901LX50470,6/9/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.421316,Daylight,Croydon,None,-0.090719,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:47,Urban,Raining no high winds,Car
200901LX50471,6/9/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.463456,Daylight,Lambeth,None,-0.133158,1,1,Metropolitan Police,Dry,Single carriageway,30,8:30,Urban,Fine no high winds,Car
200901LX50472,6/10/2021,June,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.465288,Daylight,Lambeth,None,-0.129628,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,11:50,Urban,Raining no high winds,Car
200901LX50473,6/13/2021,June,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.496295,Daylight,Lambeth,None,-0.111647,1,2,Metropolitan Police,Dry,Single carriageway,30,20:26,Urban,Fine no high winds,Car
200901LX50474,5/15/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.465201,Daylight,Lambeth,None,-0.129776,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,7:57,Urban,Raining no high winds,Car
200901LX50475,6/10/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.442851,Daylight,Lambeth,None,-0.109967,1,1,Metropolitan Police,Dry,Single carriageway,30,17:15,Urban,Fine no high winds,Car
200901LX50476,6/10/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.425562,Daylight,Lambeth,None,-0.130963,1,2,Metropolitan Police,Dry,Single carriageway,30,14:55,Urban,Fine no high winds,Car
200901LX50477,6/3/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.440374,Daylight,Lambeth,None,-0.095824,1,1,Metropolitan Police,Dry,Single carriageway,30,8:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901LX50478,6/16/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.449968,Daylight,Lambeth,None,-0.13889,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901LX50479,6/1/2021,June,2021,Monday,Auto traffic signal,Crossroads,Slight,51.464768,Daylight,Lambeth,None,-0.113956,2,2,Metropolitan Police,Dry,Single carriageway,30,9:01,Urban,Fine no high winds,Car
200901LX50480,6/15/2021,June,2021,Monday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.486237,Daylight,Lambeth,None,-0.123729,1,2,Metropolitan Police,Dry,Single carriageway,30,16:35,Urban,Fine no high winds,Car
200901LX50481,6/11/2021,June,2021,Thursday,Auto traffic signal,T or staggered junction,Serious,51.43827,Daylight,Lambeth,None,-0.127135,1,2,Metropolitan Police,Dry,One way street,30,20:25,Urban,Fine no high winds,Car
200901LX50482,6/1/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.46632,Daylight,Lambeth,None,-0.14931,1,2,Metropolitan Police,Dry,Single carriageway,30,13:14,Urban,Fine no high winds,Car
200901LX50483,5/22/2021,May,2021,Friday,Auto traffic signal,Crossroads,Slight,51.481736,Daylight,Lambeth,None,-0.112248,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car
200901LX50485,3/1/2021,March,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.421573,Darkness - lights lit,Lambeth,None,-0.128968,1,2,Metropolitan Police,Dry,Single carriageway,30,22:00,Urban,Fine no high winds,Car
200901LX50486,5/28/2021,May,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.444674,Daylight,Lambeth,None,-0.111475,1,2,Metropolitan Police,Dry,Single carriageway,30,13:37,Urban,Fine no high winds,Car
200901LX50487,6/20/2021,June,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.419661,Daylight,Croydon,None,-0.083021,1,2,Metropolitan Police,Dry,One way street,30,11:50,Urban,Fine no high winds,Car
200901LX50488,6/12/2021,June,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.453591,Daylight,Lambeth,None,-0.106789,1,2,Metropolitan Police,Dry,Single carriageway,30,8:00,Urban,Fine no high winds,Car
200901LX50490,6/16/2021,June,2021,Tuesday,Auto traffic signal,Crossroads,Serious,51.432187,Daylight,Lambeth,None,-0.12911,1,1,Metropolitan Police,Dry,Dual carriageway,30,16:54,Urban,Fine no high winds,Car
200901LX50491,6/16/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.4474,Daylight,Lambeth,None,-0.113233,2,1,Metropolitan Police,Dry,Single carriageway,30,8:20,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901LX50492,6/17/2021,June,2021,Wednesday,Give way or uncontrolled,Private drive or entrance,Slight,51.422527,Daylight,Lambeth,None,-0.098867,1,2,Metropolitan Police,Dry,Single carriageway,30,7:30,Urban,Fine no high winds,Car
200901LX50493,6/17/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.434666,Daylight,Lambeth,None,-0.126707,2,2,Metropolitan Police,Dry,Single carriageway,30,18:34,Urban,Fine no high winds,Car
200901LX50494,6/8/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.500654,Daylight,Lambeth,None,-0.108729,1,2,Metropolitan Police,Dry,One way street,30,17:55,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901LX50495,6/17/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.440413,Daylight,Lambeth,None,-0.109348,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Car
200901LX50496,6/17/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.498922,Daylight,Lambeth,None,-0.112835,1,1,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
200901LX50497,6/22/2021,June,2021,Monday,Give way or uncontrolled,Private drive or entrance,Slight,51.423087,Daylight,Lambeth,None,-0.111214,1,2,Metropolitan Police,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Car
200901LX50498,5/21/2021,May,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.421667,Daylight,Lambeth,None,-0.129252,1,2,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,Car
200901LX50499,6/19/2021,June,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.502941,Darkness - lights lit,Lambeth,None,-0.111084,1,1,Metropolitan Police,Dry,Single carriageway,30,21:20,Urban,Fine no high winds,Car
200901LX50500,6/9/2021,June,2021,Tuesday,Auto traffic signal,T or staggered junction,Serious,51.472848,Daylight,Lambeth,None,-0.107575,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:30,Urban,Raining no high winds,Car
200901LX50501,6/16/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.479531,Daylight,Lambeth,None,-0.114932,1,2,Metropolitan Police,Dry,Single carriageway,30,6:30,Urban,Fine no high winds,Car
200901LX50502,6/21/2021,June,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.494447,Daylight,Lambeth,None,-0.119791,1,2,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Car
200901LX50503,6/20/2021,June,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486954,Daylight,Lambeth,None,-0.123556,2,2,Metropolitan Police,Dry,Dual carriageway,30,15:50,Urban,Fine no high winds,Car
200901LX50505,6/19/2021,June,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.505644,Daylight,Lambeth,None,-0.111404,1,2,Metropolitan Police,Dry,Single carriageway,30,7:10,Urban,Fine no high winds,Car
200901LX50506,6/17/2021,June,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.486348,Daylight,Lambeth,None,-0.119404,1,1,Metropolitan Police,Dry,Single carriageway,30,12:03,Urban,Fine no high winds,Car
200901LX50507,6/14/2021,June,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.47401,Darkness - lights lit,Lambeth,None,-0.112711,1,3,Metropolitan Police,Dry,Single carriageway,30,21:50,Urban,Fine no high winds,Car
200901LX50508,6/18/2021,June,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.472377,Daylight,Lambeth,None,-0.123002,1,1,Metropolitan Police,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,Taxi/Private hire car
200901LX50510,6/24/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.447869,Daylight,Lambeth,None,-0.13696,1,1,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Car
200901LX50513,6/20/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.459935,Daylight,Lambeth,None,-0.115451,1,2,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
200901LX50514,6/21/2021,June,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.46477,Darkness - lights lit,Lambeth,None,-0.1141,1,2,Metropolitan Police,Dry,Single carriageway,30,1:35,Urban,Fine no high winds,Motorcycle over 500cc
200901LX50515,6/19/2021,June,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.415182,Daylight,Lambeth,None,-0.139872,1,2,Metropolitan Police,Dry,Single carriageway,30,15:22,Urban,Fine no high winds,Car
200901LX50516,6/21/2021,June,2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.486756,Daylight,Lambeth,None,-0.116794,2,2,Metropolitan Police,Dry,Single carriageway,30,12:18,Urban,Fine no high winds,Car
200901LX50518,6/19/2021,June,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.418674,Daylight,Lambeth,None,-0.127648,1,1,Metropolitan Police,Dry,Single carriageway,30,8:00,Urban,Fine no high winds,Car
200901LX50520,6/22/2021,June,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.444948,Daylight,Lambeth,None,-0.111751,1,2,Metropolitan Police,Dry,Single carriageway,30,8:29,Urban,Fine no high winds,Car
200901LX50521,6/16/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.445817,Daylight,Lambeth,None,-0.098763,1,2,Metropolitan Police,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
200901LX50522,3/20/2021,March,2021,Friday,Auto traffic signal,Crossroads,Slight,51.46549,Daylight,Lambeth,None,-0.102985,1,2,Metropolitan Police,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Car
200901LX50523,6/24/2021,June,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.486124,Daylight,Lambeth,None,-0.122294,1,2,Metropolitan Police,Dry,Single carriageway,30,7:57,Urban,Fine no high winds,Car
200901LX50525,6/16/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486615,Daylight,Lambeth,None,-0.124866,1,1,Metropolitan Police,Dry,Single carriageway,30,10:15,Urban,Fine no high winds,Car
200901LX50527,6/20/2021,June,2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.419941,Daylight,Lambeth,None,-0.128172,1,2,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Car
200901LX50528,6/30/2021,June,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.46549,Daylight,Lambeth,None,-0.102985,1,2,Metropolitan Police,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Motorcycle 50cc and under
200901LX50530,6/15/2021,June,2021,Monday,Auto traffic signal,Crossroads,Slight,51.444584,Daylight,Lambeth,None,-0.111478,1,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
200901LX50531,6/23/2021,June,2021,Tuesday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.461734,Daylight,Lambeth,None,-0.137979,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901LX50532,5/28/2021,May,2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.467763,Daylight,Lambeth,None,-0.099003,2,2,Metropolitan Police,Dry,Single carriageway,30,8:00,Urban,Fine no high winds,Car
200901LX50533,6/28/2021,June,2021,Sunday,Auto traffic signal,Crossroads,Serious,51.46549,Daylight,Lambeth,None,-0.102985,1,1,Metropolitan Police,Dry,Single carriageway,30,16:06,Urban,Fine no high winds,Car
200901LX50534,6/24/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.454161,Darkness - lights lit,Lambeth,Other object on road,-0.13109,1,1,Metropolitan Police,Dry,Single carriageway,30,1:30,Urban,Fine no high winds,Motorcycle over 500cc
200901LX50535,6/20/2021,June,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.436119,Daylight,Lambeth,None,-0.09413,1,2,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car
200901LX50536,6/19/2021,June,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.430306,Daylight,Lambeth,None,-0.129619,1,1,Metropolitan Police,Dry,Single carriageway,30,14:52,Urban,Fine no high winds,Car
200901LX50537,6/14/2021,June,2021,Sunday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.461822,Darkness - lights lit,Lambeth,None,-0.137832,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,3:00,Urban,Raining no high winds,Car
200901LX50538,6/27/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.440502,Darkness - lights lit,Lambeth,None,-0.103733,1,2,Metropolitan Police,Dry,Single carriageway,30,22:53,Urban,Fine no high winds,Car
200901LX50542,6/12/2021,June,2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Serious,51.48624,Daylight,Lambeth,None,-0.123873,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,9:35,Urban,Raining no high winds,Car
200901LX50543,6/27/2021,June,2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.470127,Darkness - lights lit,Lambeth,None,-0.095017,1,1,Metropolitan Police,Dry,Single carriageway,30,0:35,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901LX50544,6/23/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.461823,Daylight,Lambeth,None,-0.115374,1,1,Metropolitan Police,Dry,Dual carriageway,30,21:20,Urban,Fine no high winds,Car
200901LX50545,6/25/2021,June,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.463074,Daylight,Lambeth,None,-0.11489,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901LX50547,7/3/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.4925,Daylight,Lambeth,None,-0.121744,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,6:29,Urban,Fine no high winds,Car
200901LX50548,6/28/2021,June,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.415291,Darkness - lights lit,Lambeth,None,-0.124191,1,2,Metropolitan Police,Dry,Single carriageway,30,0:32,Urban,Fine no high winds,Taxi/Private hire car
200901LX50549,6/29/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.458528,Daylight,Lambeth,None,-0.117381,1,2,Metropolitan Police,Dry,Single carriageway,30,9:15,Urban,Fine no high winds,Taxi/Private hire car
200901LX50550,7/4/2021,July,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.441617,Darkness - lights lit,Lambeth,None,-0.105989,1,2,Metropolitan Police,Dry,Single carriageway,30,1:17,Urban,Fine no high winds,Car
200901LX50551,6/24/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.481534,Daylight,Lambeth,None,-0.127667,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Motorcycle over 500cc
200901LX50552,6/28/2021,June,2021,Sunday,Auto traffic signal,Crossroads,Serious,51.466246,Daylight,Lambeth,None,-0.150321,1,1,Metropolitan Police,Dry,Single carriageway,30,4:19,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901LX50553,6/27/2021,June,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.46848,Daylight,Lambeth,None,-0.098829,1,1,Metropolitan Police,Dry,Single carriageway,30,11:21,Urban,Fine no high winds,Car
200901LX50554,6/26/2021,June,2021,Friday,Auto traffic signal,Crossroads,Slight,51.440903,Darkness - lights lit,Lambeth,None,-0.106306,1,2,Metropolitan Police,Dry,Single carriageway,30,23:10,Urban,Fine no high winds,Car
200901LX50555,7/3/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.468044,Daylight,Lambeth,None,-0.127643,1,2,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Car
200901LX50556,6/1/2021,June,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.444201,Darkness - lights lit,Lambeth,None,-0.132505,1,2,Metropolitan Police,Dry,Single carriageway,30,20:59,Urban,Fine no high winds,Car
200901LX50557,6/24/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.469814,Daylight,Lambeth,None,-0.120228,1,2,Metropolitan Police,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901LX50558,7/3/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.442487,Daylight,Lambeth,None,-0.109694,1,2,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Car
200901LX50559,6/23/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.450443,Daylight,Lambeth,None,-0.140454,1,2,Metropolitan Police,Dry,Single carriageway,30,18:58,Urban,Fine no high winds,Motorcycle 50cc and under
200901LX50560,6/27/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.414932,Daylight,Lambeth,None,-0.124206,1,2,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Car
200901LX50561,7/4/2021,July,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.467357,Daylight,Lambeth,None,-0.112842,1,1,Metropolitan Police,Dry,Single carriageway,30,18:25,Urban,Fine no high winds,Car
200901LX50562,7/2/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.415573,Daylight,Lambeth,None,-0.124899,2,1,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Car
200901LX50563,6/29/2021,June,2021,Monday,Auto traffic signal,Crossroads,Serious,51.422547,Daylight,Lambeth,None,-0.105627,1,2,Metropolitan Police,Dry,Single carriageway,30,18:21,Urban,Fine no high winds,Car
200901LX50564,7/1/2021,July,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.459761,Daylight,Lambeth,None,-0.121361,1,2,Metropolitan Police,Dry,Single carriageway,30,19:07,Urban,Fine no high winds,Car
200901LX50565,7/3/2021,July,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.438176,Daylight,Lambeth,None,-0.126851,1,1,Metropolitan Police,Dry,Single carriageway,30,12:44,Urban,Fine no high winds,Car
200901LX50566,5/26/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.423317,Daylight,Lambeth,None,-0.114369,1,1,Metropolitan Police,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Motorcycle 125cc and under
200901LX50567,6/29/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.460493,Daylight,Lambeth,None,-0.110966,1,1,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Motorcycle over 500cc
200901LX50568,7/3/2021,July,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.449032,Daylight,Lambeth,None,-0.125255,1,2,Metropolitan Police,Dry,Single carriageway,30,20:30,Urban,Fine no high winds,Car
200901LX50569,6/25/2021,June,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.461288,Daylight,Lambeth,None,-0.115683,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:35,Urban,Fine no high winds,Car
200901LX50570,4/14/2021,April,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.454576,Daylight,Lambeth,None,-0.145899,1,2,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
200901LX50571,7/3/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.460523,Daylight,Lambeth,None,-0.11845,1,1,Metropolitan Police,Dry,Single carriageway,30,15:10,Urban,Fine no high winds,Car
200901LX50572,6/30/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.423661,Daylight,Lambeth,None,-0.130178,1,2,Metropolitan Police,Dry,Dual carriageway,30,10:55,Urban,Fine no high winds,Taxi/Private hire car
200901LX50573,6/25/2021,June,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.499259,Daylight,Lambeth,None,-0.116999,2,2,Metropolitan Police,Dry,Single carriageway,30,7:46,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901LX50574,6/29/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.461959,Daylight,Lambeth,None,-0.129476,1,2,Metropolitan Police,Dry,Single carriageway,30,14:33,Urban,Fine no high winds,Car
200901LX50575,7/6/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.43559,Daylight,Lambeth,None,-0.128252,1,1,Metropolitan Police,Dry,Dual carriageway,30,11:42,Urban,Fine no high winds,Car
200901LX50576,6/17/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.458528,Daylight,Lambeth,None,-0.117381,1,2,Metropolitan Police,Dry,Single carriageway,30,7:20,Urban,Fine no high winds,Car
200901LX50577,7/9/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.503948,Darkness - lights lit,Lambeth,None,-0.112195,1,2,Metropolitan Police,Dry,Single carriageway,30,23:10,Urban,Fine no high winds,Car
200901LX50579,7/7/2021,July,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.481446,Daylight,Lambeth,None,-0.127815,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:36,Urban,Raining no high winds,Car
200901LX50580,7/9/2021,July,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.419759,Daylight,Lambeth,None,-0.128036,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,9:35,Urban,Fine no high winds,Car
200901LX50581,7/12/2021,July,2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.454253,Darkness - lights lit,Lambeth,None,-0.120003,1,1,Metropolitan Police,Dry,Single carriageway,30,0:57,Urban,Fine no high winds,Car
200901LX50582,7/9/2021,July,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.462168,Daylight,Lambeth,None,-0.136954,1,1,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Motorcycle over 500cc
200901LX50583,7/8/2021,July,2021,Wednesday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.461909,Daylight,Lambeth,None,-0.137684,1,2,Metropolitan Police,Dry,Dual carriageway,30,20:10,Urban,Fine no high winds,Car
200901LX50584,7/6/2021,July,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.419547,Daylight,Lambeth,None,-0.137249,1,3,Metropolitan Police,Dry,Single carriageway,30,9:07,Urban,Fine no high winds,Motorcycle over 500cc
200901LX50585,7/13/2021,July,2021,Monday,Auto traffic signal,Crossroads,Slight,51.486345,Daylight,Lambeth,None,-0.11926,1,2,Metropolitan Police,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Motorcycle over 500cc
200901LX50586,7/2/2021,July,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.480985,Darkness - lights lit,Lambeth,None,-0.110263,1,2,Metropolitan Police,Dry,Single carriageway,30,23:39,Urban,Fine no high winds,Car
200901LX50587,7/8/2021,July,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.429265,Darkness - lights lit,Lambeth,None,-0.131963,1,1,Metropolitan Police,Dry,Single carriageway,30,21:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901LX50588,7/6/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.441295,Darkness - lights lit,Lambeth,None,-0.108304,1,1,Metropolitan Police,Wet or damp,One way street,30,23:32,Urban,Raining no high winds,Taxi/Private hire car
200901LX50589,7/11/2021,July,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.443001,Daylight,Lambeth,None,-0.124927,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,19:13,Urban,Fine no high winds,Car
